"","bio2n","bio1","bio4","bio7","bio12"
"120",77.7223839635554,820.368515051573,53729.668895245,1328.80350630673,8842.44589225301
"121",77.9279632371725,820.86325865075,53731.2565574988,1329.39314897037,8843.3687148691
"122",77.9279632371725,820.86325865075,53731.2565574988,1329.39314897037,8843.3687148691
"123",77.7302359354756,820.383868947836,53729.6941690151,1328.8209693422,8842.46713618983
"124",12.401274249114,819.942378577127,53728.173557605,1328.29118186514,8841.61166724477
"125",0.427307446161061,820.633308412963,53730.538382108,1329.11979776968,8842.94597001122
"126",0.427307446161061,820.633308412963,53730.538382108,1329.11979776968,8842.94597001122
"127",77.3003903851028,819.269430511518,53725.5390805192,1327.47339909236,8840.21373269764
"128",77.3764172387639,819.476494822037,53726.3856198833,1327.72611703442,8840.65418590591
"129",77.4967058874951,819.797315368874,53727.644446187,1328.11609835953,8841.32158154033
"130",50.9759327172831,820.133712513971,53728.8750371507,1328.52222001899,8841.99531180853
"131",0.51413174654239,820.65847590132,53730.6197785536,1329.14981744221,8842.99312054089
"132",0.51413174654239,820.65847590132,53730.6197785536,1329.14981744221,8842.99312054089
"133",6.86495088287189,820.467426165649,53729.9845734462,1328.92132908973,8842.62984997141
"134",77.6312227655648,820.140409838721,53728.8781175579,1328.52959400799,8842.00228123987
"135",77.8888445592312,820.771452467967,53730.9766896289,1329.28426904015,8843.20211668491
"136",77.8888445592312,820.771452467967,53730.9766896289,1329.28426904015,8843.20211668491
"137",77.3964968821623,819.530314346501,53726.5988258834,1327.79160055396,8840.76673011356
"138",77.7366950845862,820.400134266435,53729.7513027389,1328.84052543089,8842.49899137607
"139",77.7366950845862,820.400134266435,53729.7513027389,1328.84052543089,8842.49899137607
"140",38.6272940015985,818.64118091539,53722.7378458521,1326.70015602716,8838.8133705088
"141",1.46884057098276,819.29201814001,53725.6291712694,1327.50090311773,8840.26115467727
"142",1.45245013488494,820.094706963442,53728.6980869448,1328.47399983528,8841.90692261812
"143",1.43545335962437,820.808426962318,53731.090497452,1329.32816115461,8843.2695641082
"144",1.43545335962437,820.808426962318,53731.090497452,1329.32816115461,8843.2695641082
"145",1.44830158341511,820.268910840648,53729.2820234842,1328.68248245286,8842.2395144345
"146",1.45171591536699,820.106515496156,53728.6747856643,1328.48606069329,8841.91063858754
"147",76.7264914521655,817.576306402893,53717.4017062693,1325.37456322549,8836.28534918233
"148",76.8573444418791,817.982568377348,53719.5526811597,1325.88307512287,8837.27928950992
"149",77.2937811453256,819.232352784036,53725.2265583447,1327.42358250631,8840.09019866429
"150",77.7065706763912,820.332678637196,53729.5694112825,1328.76132683568,8842.38378780159
"151",77.7344251514569,820.401438988099,53729.800936243,1328.84367226184,8842.51547004016
"152",77.7534773511113,820.4480940331,53729.9555570125,1328.89945853127,8842.60405491109
"153",77.7770669164439,820.505537646477,53730.1438432767,1328.96807084521,8842.71247462225
"154",77.7994410062259,820.559635755226,53730.3186965612,1329.03259880646,8842.81380859125
"155",77.8704342262231,820.728550062822,53730.8477256173,1329.233457222,8843.12485064063
"156",77.9381502955992,820.88703115297,53731.3281905627,1329.42131133468,8843.41158696422
"157",77.9591426810273,820.93536095933,53731.4700090193,1329.47841712613,8843.4975019828
"158",77.9591426810273,820.93536095933,53731.4700090193,1329.47841712613,8843.4975019828
"159",77.948918372534,820.911822002724,53731.4009365618,1329.45060383971,8843.45565720736
"160",77.8918539828137,820.778568321631,53730.9987069853,1329.29272049891,8843.21513379298
"161",77.8795572603375,820.749436557787,53730.9082229453,1329.25810799772,8843.16173236809
"162",77.8700698258019,820.726859065444,53730.8374650399,1329.23125953188,8843.12014500198
"163",59.2855575619475,820.573504382887,53730.3600814986,1329.04901618317,8842.83870295908
"164",0.307721670154445,820.845368341658,53731.2027314779,1329.3719584956,8843.33647895714
"165",0.307721670154445,820.845368341658,53731.2027314779,1329.3719584956,8843.33647895714
"166",77.7393076273891,820.413416012209,53729.840765538,1328.85799819633,8842.53825321294
"167",77.7579573548379,820.459045734282,53729.9917285617,1328.91254931281,8842.62481074214
"168",77.7759394021462,820.502802439857,53730.1349451487,1328.96480623338,8842.70733313531
"169",77.8034888965935,820.569365931322,53730.3497842357,1329.04419181183,8842.83192095755
"170",77.896522119268,820.78958870926,53731.0326975298,1329.30580532384,8843.23525905872
"171",77.896522119268,820.78958870926,53731.0326975298,1329.30580532384,8843.23525905872
"172",77.8788264390726,820.747700534927,53730.9028018333,1329.2560442932,8843.15854085157
"173",77.7924676940504,820.542750486974,53730.263965167,1329.01245250925,8842.78213101074
"174",77.894872704638,820.785697259414,53731.02070998,1329.30118545254,8843.22815733575
"175",77.894872704638,820.785697259414,53731.02070998,1329.30118545254,8843.22815733575
"176",77.8613675608006,820.706072601097,53730.7718318278,1329.20652301077,8843.08170224384
"177",77.8297436877262,820.629910758573,53730.5273405861,1329.11574318173,8842.93958814174
"178",59.8634320573215,819.107852363888,53724.7246470597,1327.27189361116,8839.82763342141
"179",2.3503839502559,820.273948037464,53729.3640502161,1328.69073205363,8842.26898797807
"180",2.43458537558808,820.724295180547,53730.8293949068,1329.22820935647,8843.11541131697
"181",2.43458537558808,820.724295180547,53730.8293949068,1329.22820935647,8843.11541131697
"182",2.39856592013328,820.531646911287,53730.2025537624,1328.99828878575,8842.75333065585
"183",77.0441728360291,818.537053782562,53722.2404889006,1326.57113261276,8838.57246213257
"184",77.2435945802672,819.111732138536,53724.8694932008,1327.28021635083,8839.87133470395
"185",77.2673397616233,819.177925461333,53725.1527538029,1327.36136617489,8840.01566472185
"186",77.2939093588696,819.251520300588,53725.4637435481,1327.45147885745,8840.17504223186
"187",77.3425027560979,819.384819515201,53726.016383385,1327.61439176115,8840.46074842972
"188",77.4196900648233,819.593301390742,53726.8548074777,1327.86843160572,8840.90028725142
"189",77.699851133696,820.30991284595,53729.4510226772,1328.73262842734,8842.32741330472
"190",77.9458137845036,820.9046542315,53731.3797857698,1329.44212989103,8843.44287665075
"191",77.9458137845036,820.9046542315,53731.3797857698,1329.44212989103,8843.44287665075
"192",77.6660274815137,820.227207092855,53729.1770359583,1328.63375408734,8842.17047763628
"193",77.914290376231,820.831340458073,53731.160285479,1329.3553337394,8843.31112484805
"194",77.914290376231,820.831340458073,53731.160285479,1329.3553337394,8843.31112484805
"195",77.4767129352378,819.743846545132,53727.4336946362,1328.05107101617,8841.21006308469
"196",77.6158071531856,820.104888009247,53728.7768254999,1328.48765862002,8841.93974603584
"197",77.8161301944088,820.596822980192,53730.419155333,1329.07623465275,8842.87723447892
"198",77.8161301944088,820.596822980192,53730.419155333,1329.07623465275,8842.87723447892
"199",77.7783012211324,820.503926053528,53730.1090180118,1328.96508804236,8842.70019930092
"200",77.6543117732662,820.189611558501,53728.9891742837,1328.58668124135,8842.07998559083
"201",77.3259933988212,819.339544074952,53725.8287772248,1327.55906083225,8840.36373545804
"202",77.6836289132532,820.26529151266,53729.2688096949,1328.67811473455,8842.2322778166
"203",77.6836289132532,820.26529151266,53729.2688096949,1328.67811473455,8842.2322778166
"204",77.5639574333763,819.962267712289,53728.1887048037,1328.31334249556,8841.63446368443
"205",77.9098361473251,820.820902939294,53731.1285658872,1329.3429587812,8843.29221571435
"206",77.9098361473251,820.820902939294,53731.1285658872,1329.3429587812,8843.29221571435
"207",77.2616676186702,819.162054669154,53725.0843449196,1327.34189549071,8839.98092326706
"208",77.3889219008552,819.509835122121,53726.5162868138,1327.76664130188,8840.72350526173
"209",77.5208874351315,819.860647944811,53727.8841151871,1328.19281363789,8841.45078228913
"210",68.6216371098878,820.483372569216,53730.0391219718,1328.94045298837,8842.6606394847
"211",20.269236910565,820.483372569216,53730.0391219718,1328.94045298837,8842.6606394847
"212",77.7346496442535,820.394987898691,53729.7332571365,1328.83433889704,8842.48892180176
"213",77.6464560270212,820.169189342867,53728.9126222448,1328.5619739659,8842.03857185572
"214",76.4358448018399,816.633080262277,53711.9423128196,1324.18374371735,8833.86438902046
"215",76.9193082286899,818.165018914387,53720.4212471393,1326.10911036719,8837.70083368112
"216",42.7079107423673,819.350125800933,53725.8408078288,1327.57107302932,8840.37749036616
"217",5.14368867821367,819.944188846786,53728.1947895074,1328.29383518469,8841.61960723005
"218",5.17014663594225,820.093925934548,53728.7385422755,1328.47448362041,8841.91833266701
"219",5.18764919207172,820.190274307102,53729.0793863636,1328.59042568773,8842.10784741344
"220",5.19870042794953,820.249985778585,53729.2869404014,1328.66215704947,8842.2241862378
"221",5.21063304414493,820.313464383473,53729.504384062,1328.73830492693,8842.34688912883
"222",5.22532335630711,820.39034752783,53729.7637335126,1328.8303944163,8842.49427302183
"223",5.23853459203557,820.458291800719,53729.9891887409,1328.91164635739,8842.62336640823
"224",5.29423786226508,820.729868340594,53730.8469280044,1329.2348392416,8843.12569813501
"225",5.29423786226508,820.729868340594,53730.8469280044,1329.2348392416,8843.12569813501
"226",5.24888974569853,820.51048935958,53730.1591565821,1328.97395243548,8842.72153367171
"227",5.30451378285996,820.7792701598,53731.0008755982,1329.29355395767,8843.21641672782
"228",3.43677122457754,820.7792701598,53731.0008755982,1329.29355395767,8843.21641672782
"229",5.23505815837075,820.440249582996,53729.9288172073,1328.89005254867,8842.58893000494
"230",5.26881544120433,820.609451841637,53730.476977195,1329.09191981195,8842.90626074764
"231",5.31467134301337,820.827241268732,53731.1478420421,1329.35047417835,8843.30370305269
"232",5.31467134301337,820.827241268732,53731.1478420421,1329.35047417835,8843.30370305269
"233",5.29806081108581,820.748350698718,53730.9048324943,1329.25681719226,8843.15973623845
"234",5.20567743028626,820.287257273743,53729.4151129831,1328.70688444973,8842.29638421304
"235",5.21659524119323,820.344820878915,53729.6106440354,1328.77588010118,8842.40714833034
"236",5.28466294798929,820.683033670278,53730.6985386397,1329.17908606978,8843.03892118525
"237",5.28466294798929,820.683033670278,53730.6985386397,1329.17908606978,8843.03892118525
"238",5.27621972998256,820.641081260474,53730.5635946002,1329.12907181111,8842.96055515538
"239",5.19632240240881,820.237230907194,53729.2429113348,1328.64684498396,8842.19942826504
"240",5.27149305587426,820.617324636015,53730.4863291973,1329.10071966032,8842.91591334373
"241",5.27149305587426,820.617324636015,53730.4863291973,1329.10071966032,8842.91591334373
"242",5.19386092511026,820.223791417572,53729.1957415706,1328.63068474153,8842.17310530626
"243",5.21740436623811,820.349010017558,53729.6246303822,1328.7808927711,8842.41513432531
"244",5.28623060932886,820.690755311873,53730.7231675276,1329.18828405714,8843.05327971039
"245",5.28623060932886,820.690755311873,53730.7231675276,1329.18828405714,8843.05327971039
"246",5.2512506034719,820.520500085825,53730.1860163395,1328.98569555176,8842.73856360267
"247",5.31975784598018,820.850946123777,53731.2195500878,1329.37856660575,8843.34654130118
"248",5.31975784598018,820.850946123777,53731.2195500878,1329.37856660575,8843.34654130118
"249",5.16144382519368,820.045404422626,53728.5648293866,1328.41602635654,8841.82227270738
"250",5.2113610372643,820.314853458383,53729.501251257,1328.73969959723,8842.3471565419
"251",5.30130604159278,820.763943701249,53730.9533972138,1329.2753487139,8843.18836190826
"252",5.30130604159278,820.763943701249,53730.9533972138,1329.2753487139,8843.18836190826
"253",5.25431524075349,820.529321330402,53730.1947391654,1328.99550458972,8842.74888320535
"254",5.23678312917201,820.436745854201,53729.8788372677,1328.88450897256,8842.57037407151
"255",77.4574378707498,819.683036076723,53727.1234608326,1327.97496439648,8841.06291918834
"256",77.7616401964297,820.468031212461,53730.0212922749,1328.92328580266,8842.64180480594
"257",77.8073761737961,820.578569851308,53730.3783069707,1329.05512562639,8842.84877511671
"258",77.9088876043663,820.818677728607,53731.1217883044,1329.34031994626,8843.28817952991
"259",77.9088876043663,820.818677728607,53731.1217883044,1329.34031994626,8843.28817952991
"260",77.8701680886143,820.727093355448,53730.8382021403,1329.23153824652,8843.12057745788
"261",77.8644794905039,820.71351435389,53730.7953829919,1329.2153808861,8843.09548211005
"262",21.0183558458882,818.506804649836,53722.0218126637,1326.53175978182,8838.48297138914
"263",0.591499964599718,820.245158770341,53729.195041572,1328.65381063939,8842.19194583346
"264",0.591499964599718,820.245158770341,53729.195041572,1328.65381063939,8842.19194583346
"265",76.1651652736612,815.719598997454,53706.2349216105,1323.0217804038,8831.42040484816
"266",76.2769772924894,816.104545857169,53708.7332835446,1323.51329993743,8832.47196351718
"267",76.4506836326074,816.688770223278,53712.3552345233,1324.25592420465,8834.02873760672
"268",76.612272424492,817.215174888651,53715.4196368207,1324.920951007,8835.38446140832
"269",76.8364923295423,817.916645345002,53719.1921062153,1325.80028255166,8837.11505769865
"270",76.979979342687,818.351713569957,53721.3909011452,1326.34237665287,8838.15298239958
"271",77.1249604281502,818.773247874987,53723.3522207604,1326.86337970887,8839.11459416347
"272",77.2851933771478,819.227397613327,53725.3619717497,1327.42194663047,8840.1228473094
"273",77.395037488444,819.52649364978,53726.584407817,1327.78697322162,8840.75894489501
"274",77.5649380445797,819.974144872092,53728.3000170122,1328.32986095226,8841.67831754965
"275",77.6905516896799,820.292762377537,53729.4324974476,1328.71343780456,8842.30657519625
"276",77.7561973046768,820.454697373031,53729.9770697738,1328.90734110567,8842.61647731914
"277",77.8075546703652,820.579089833961,53730.3805418697,1329.05576604016,8842.84992385096
"278",77.8446967412592,820.667987337133,53730.6621837873,1329.1615953277,8843.01464865087
"279",77.8547247867504,820.69180396027,53730.7364918171,1329.18990586762,8843.05841632204
"280",77.8754765093603,820.740795104415,53730.8875530494,1329.2480739621,8843.1478741057
"281",77.8962321599584,820.789574237147,53731.036624004,1329.30593984656,8843.23651546388
"282",77.9084721723307,820.818153295096,53731.1228454275,1329.33980012763,8843.28808875712
"283",77.9201346759696,820.845309989772,53731.2043374391,1329.37195834875,8843.33695322935
"284",77.9246306644441,820.855745761944,53731.2354565266,1329.38430850882,8843.35566696855
"285",77.9297857119281,820.867696217704,53731.2710038492,1329.39844777798,8843.37706806176
"286",77.939609288041,820.890405100885,53731.3381781005,1329.42530135788,8843.41761327872
"287",77.9588805396376,820.934758719216,53731.468249198,1329.47770581854,8843.49643381308
"288",77.9588805396376,820.934758719216,53731.468249198,1329.47770581854,8843.49643381308
"289",77.9506354411842,820.915782268824,53731.412598998,1329.45528485977,8843.46271088321
"290",77.9491141542128,820.912273701295,53731.4022675999,1329.45113777896,8843.4564620103
"291",77.9455127347312,820.9039586766,53731.377730385,1329.44130747137,8843.44163547901
"292",77.9223240414641,820.850393319818,53731.2195047275,1329.37797453767,8843.34607173437
"293",77.9279307541266,820.86339824138,53731.258232152,1329.39336309642,8843.36937536542
"294",77.9502203592795,820.914825183422,53731.409782052,1329.45415364854,8843.46100671043
"295",77.9502203592795,820.914825183422,53731.409782052,1329.45415364854,8843.46100671043
"296",77.9309625663558,820.870417897216,53731.2790615515,1329.40166647049,8843.38192967259
"297",77.9532318397306,820.921765158477,53731.4301859501,1329.46235536639,8843.47335666165
"298",77.9532318397306,820.921765158477,53731.4301859501,1329.46235536639,8843.47335666165
"299",77.93393888991,820.877150928559,53731.2981176138,1329.40959480177,8843.39367005022
"300",77.9325432704841,820.873909498397,53731.2884390879,1329.40575827526,8843.38785336992
"301",77.8798312095903,820.751023208275,53730.9187736766,1329.26020599188,8843.16644871777
"302",77.9229215176495,820.851735750967,53731.2232467782,1329.37955310963,8843.34839405788
"303",77.9425468085714,820.897192755409,53731.3582391937,1329.43332718759,8843.42972658159
"304",77.9436521221308,820.899741939074,53731.3657452694,1329.43634028206,8843.43426668154
"305",77.9475157727918,820.908644859058,53731.3919146352,1329.44686161325,8843.45010795781
"306",77.9602168430442,820.93782802346,53731.477214045,1329.48133082323,8843.5018763891
"307",77.9602168430442,820.93782802346,53731.477214045,1329.48133082323,8843.5018763891
"308",77.9571785749983,820.930847015236,53731.4568092707,1329.4730853213,8843.48949267911
"309",77.9563680695675,820.928983198211,53731.4513527132,1329.47088355753,8843.48618353581
"310",77.9560777873633,820.928315516744,53731.4493970887,1329.47009477669,8843.48499779384
"311",77.9368247362362,820.883847482236,53731.3180770238,1329.41751940075,8843.40567527851
"312",77.9121399002019,820.826303706844,53731.1449934513,1329.34936260865,8843.30200472973
"313",77.8538834707589,820.689771087939,53730.7299365707,1329.18748147523,8843.05461261514
"314",77.9211462908278,820.847367889442,53731.2087645335,1329.37432754689,8843.34008739317
"315",77.9211462908278,820.847367889442,53731.2087645335,1329.37432754689,8843.34008739317
"316",77.8726660736215,820.733187085302,53730.8581989004,1329.23881856398,8843.13209023072
"317",77.9668689713278,820.953081081783,53731.5216160274,1329.499339559,8843.52887446173
"318",77.9668689713278,820.953081081783,53731.5216160274,1329.499339559,8843.52887446173
"319",77.8536107156156,820.687481907911,53730.7127346127,1329.18438507771,8843.0471952429
"320",77.8122748166804,820.587419451865,53730.3881910692,1329.06499868511,8842.85944608138
"321",77.7335712530892,820.392272994356,53729.7237256188,1328.83107487826,8842.48360619427
"322",77.3422566333852,819.384132899886,53726.0134447629,1327.61354992834,8840.45925088416
"323",77.4531200407897,819.68194638354,53727.1985786873,1327.97606467818,8841.08353600665
"324",77.6583616231528,820.210611624365,53729.1372981683,1328.61442613675,8842.14359797195
"325",77.8152227687439,820.597489592117,53730.4391280404,1329.07768100164,8842.88411063761
"326",77.8551197929535,820.69273026288,53730.7393094357,1329.19100424724,8843.06009544749
"327",77.9174967027986,820.838841777699,53731.1830095388,1329.3642247229,8843.32469128824
"328",77.9174967027986,820.838841777699,53731.1830095388,1329.3642247229,8843.32469128824
"329",77.9084407717158,820.817629187786,53731.1185927928,1329.33907643175,8843.28627704642
"330",77.8783245197206,820.746507952339,53730.8990758427,1329.25462653588,8843.15634779965
"331",77.7557416514162,820.447858907331,53729.9172567995,1328.89784999565,8842.59195361912
"332",20.5605397162924,819.859994343559,53727.8656404242,1328.19151727999,8841.44476005875
"333",1.36733287135652,820.272447920219,53729.363997196,1328.68910616323,8842.26763987578
"334",1.29419393175862,820.652862924382,53730.6016848724,1329.14312443826,8842.98262343606
